Indicator,continent,code,country,year,sex,Suicide Rate
Age-standardized suicide rates (per 100 000 population),Africa,MDG,Madagascar,2005,Both sexes,10.68
Age-standardized suicide rates (per 100 000 population),Americas,USA,United States of America,2005,Both sexes,10.69
Age-standardized suicide rates (per 100 000 population),Europe,ISL,Iceland,2005,Both sexes,10.81
Age-standardized suicide rates (per 100 000 population),Europe,LUX,Luxembourg,2005,Both sexes,10.87
Age-standardized suicide rates (per 100 000 population),Europe,LTU,Lithuania,2005,Female,10.88
Age-standardized suicide rates (per 100 000 population),Africa,SLE,Sierra Leone,2005,Both sexes,10.93
Age-standardized suicide rates (per 100 000 population),South-East Asia,PRK,Democratic People's Republic of Korea,2005,Male,10.94
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,PAK,Pakistan,2005,Both sexes,10.97
Age-standardized suicide rates (per 100 000 population),Europe,IRL,Ireland,2005,Both sexes,10.98
Age-standardized suicide rates (per 100 000 population),Africa,MLI,Mali,2005,Male,10.99
Age-standardized suicide rates (per 100 000 population),Africa,SSD,South Sudan,2005,Male,11.02
Age-standardized suicide rates (per 100 000 population),Africa,COG,Congo,2005,Female,11.07
Age-standardized suicide rates (per 100 000 population),Europe,DNK,Denmark,2005,Both sexes,11.1
Age-standardized suicide rates (per 100 000 population),Americas,CUB,Cuba,2005,Both sexes,11.1
Age-standardized suicide rates (per 100 000 population),Africa,BDI,Burundi,2005,Female,11.18
Age-standardized suicide rates (per 100 000 population),Western Pacific,CHN,China,2005,Female,11.36
Age-standardized suicide rates (per 100 000 population),Europe,NOR,Norway,2005,Both sexes,11.44
Age-standardized suicide rates (per 100 000 population),Africa,GMB,Gambia,2005,Both sexes,11.44
Age-standardized suicide rates (per 100 000 population),Africa,ZMB,Zambia,2005,Female,11.45
Age-standardized suicide rates (per 100 000 population),Europe,NLD,Netherlands,2005,Male,11.47
Age-standardized suicide rates (per 100 000 population),Americas,CRI,Costa Rica,2005,Male,11.53
Age-standardized suicide rates (per 100 000 population),Europe,SVK,Slovakia,2005,Both sexes,11.56
Age-standardized suicide rates (per 100 000 population),Europe,MKD,The former Yugoslav Republic of Macedonia,2005,Male,11.57
Age-standardized suicide rates (per 100 000 population),Americas,SUR,Suriname,2005,Female,11.72
Age-standardized suicide rates (per 100 000 population),Europe,KAZ,Kazakhstan,2005,Female,11.81
Age-standardized suicide rates (per 100 000 population),Africa,COM,Comoros,2005,Male,11.9
Age-standardized suicide rates (per 100 000 population),Africa,CAF,Central African Republic,2005,Female,11.93
Age-standardized suicide rates (per 100 000 population),Americas,HTI,Haiti,2005,Both sexes,11.99
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,DJI,Djibouti,2005,Both sexes,12.02
Age-standardized suicide rates (per 100 000 population),Americas,TTO,Trinidad and Tobago,2005,Both sexes,12.05
Age-standardized suicide rates (per 100 000 population),Africa,GHA,Ghana,2005,Both sexes,12.16
Age-standardized suicide rates (per 100 000 population),Americas,BLZ,Belize,2005,Male,12.22
Age-standardized suicide rates (per 100 000 population),Western Pacific,FSM,Micronesia (Federated States of),2005,Female,12.31
Age-standardized suicide rates (per 100 000 population),Western Pacific,NZL,New Zealand,2005,Both sexes,12.52
Age-standardized suicide rates (per 100 000 population),Europe,RUS,Russian Federation,2005,Female,12.53
Age-standardized suicide rates (per 100 000 population),Europe,CZE,Czechia,2005,Both sexes,12.61
Age-standardized suicide rates (per 100 000 population),Europe,SWE,Sweden,2005,Both sexes,12.69
Age-standardized suicide rates (per 100 000 population),Africa,ZAF,South Africa,2005,Female,12.73
Age-standardized suicide rates (per 100 000 population),Western Pacific,CHN,China,2005,Both sexes,12.83
Age-standardized suicide rates (per 100 000 population),Africa,KEN,Kenya,2005,Both sexes,12.92
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,MAR,Morocco,2005,Male,13.1
Age-standardized suicide rates (per 100 000 population),Europe,PRT,Portugal,2005,Male,13.12
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,BHR,Bahrain,2005,Male,13.22
Age-standardized suicide rates (per 100 000 population),Americas,URY,Uruguay,2005,Both sexes,13.26
Age-standardized suicide rates (per 100 000 population),Africa,SEN,Senegal,2005,Both sexes,13.26
Age-standardized suicide rates (per 100 000 population),Europe,AUT,Austria,2005,Both sexes,13.28
Age-standardized suicide rates (per 100 000 population),South-East Asia,THA,Thailand,2005,Male,13.39
Age-standardized suicide rates (per 100 000 population),Africa,MUS,Mauritius,2005,Male,13.4
Age-standardized suicide rates (per 100 000 population),Western Pacific,FJI,Fiji,2005,Male,13.51
Age-standardized suicide rates (per 100 000 population),Africa,NGA,Nigeria,2005,Male,13.53
Age-standardized suicide rates (per 100 000 population),Americas,LCA,Saint Lucia,2005,Male,13.61
Age-standardized suicide rates (per 100 000 population),Africa,NER,Niger,2005,Male,13.76
Age-standardized suicide rates (per 100 000 population),Americas,HTI,Haiti,2005,Male,13.87
Age-standardized suicide rates (per 100 000 population),Western Pacific,SGP,Singapore,2005,Male,13.9
Age-standardized suicide rates (per 100 000 population),Europe,CHE,Switzerland,2005,Both sexes,14.06
Age-standardized suicide rates (per 100 000 population),Africa,COD,Democratic Republic of the Congo,2005,Both sexes,14.06
Age-standardized suicide rates (per 100 000 population),Europe,ISL,Iceland,2005,Male,14.07
Age-standardized suicide rates (per 100 000 population),Africa,GNQ,Equatorial Guinea,2005,Both sexes,14.11
Age-standardized suicide rates (per 100 000 population),Americas,GTM,Guatemala,2005,Both sexes,14.16
Age-standardized suicide rates (per 100 000 population),South-East Asia,IND,India,2005,Female,14.19
Age-standardized suicide rates (per 100 000 population),Americas,ARG,Argentina,2005,Male,14.2
Age-standardized suicide rates (per 100 000 population),Africa,MWI,Malawi,2005,Both sexes,14.32
Age-standardized suicide rates (per 100 000 population),Western Pacific,CHN,China,2005,Male,14.46
Age-standardized suicide rates (per 100 000 population),Europe,KGZ,Kyrgyzstan,2005,Both sexes,14.55
Age-standardized suicide rates (per 100 000 population),Americas,SLV,El Salvador,2005,Male,14.69
Age-standardized suicide rates (per 100 000 population),Africa,BEN,Benin,2005,Both sexes,14.69
Age-standardized suicide rates (per 100 000 population),Europe,FRA,France,2005,Both sexes,14.82
Age-standardized suicide rates (per 100 000 population),Europe,BIH,Bosnia and Herzegovina,2005,Male,14.93
Age-standardized suicide rates (per 100 000 population),Africa,RWA,Rwanda,2005,Both sexes,14.97
Age-standardized suicide rates (per 100 000 population),Europe,HRV,Croatia,2005,Both sexes,15.03
Age-standardized suicide rates (per 100 000 population),Africa,GIN,Guinea,2005,Male,15.1
Age-standardized suicide rates (per 100 000 population),Americas,GUY,Guyana,2005,Female,15.11
Age-standardized suicide rates (per 100 000 population),Europe,BGR,Bulgaria,2005,Male,15.11
Age-standardized suicide rates (per 100 000 population),Africa,ZWE,Zimbabwe,2005,Female,15.17
Age-standardized suicide rates (per 100 000 population),Americas,ECU,Ecuador,2005,Male,15.17
Age-standardized suicide rates (per 100 000 population),Europe,POL,Poland,2005,Both sexes,15.22
Age-standardized suicide rates (per 100 000 population),Western Pacific,WSM,Samoa,2005,Both sexes,15.26
Age-standardized suicide rates (per 100 000 population),Western Pacific,KOR,Republic of Korea,2005,Female,15.32
Age-standardized suicide rates (per 100 000 population),Africa,SLE,Sierra Leone,2005,Male,15.33
Age-standardized suicide rates (per 100 000 population),Africa,ETH,Ethiopia,2005,Both sexes,15.34
Age-standardized suicide rates (per 100 000 population),Europe,DEU,Germany,2005,Male,15.38
Age-standardized suicide rates (per 100 000 population),Africa,MDG,Madagascar,2005,Male,15.46
Age-standardized suicide rates (per 100 000 population),Europe,NOR,Norway,2005,Male,15.53
Age-standardized suicide rates (per 100 000 population),Africa,GNB,Guinea-Bissau,2005,Both sexes,15.61
Age-standardized suicide rates (per 100 000 population),Europe,SRB,Serbia,2005,Both sexes,15.64
Age-standardized suicide rates (per 100 000 population),Africa,TCD,Chad,2005,Both sexes,15.64
Age-standardized suicide rates (per 100 000 population),Africa,GAB,Gabon,2005,Both sexes,15.66
Age-standardized suicide rates (per 100 000 population),Africa,SYC,Seychelles,2005,Male,15.79
Age-standardized suicide rates (per 100 000 population),Europe,TKM,Turkmenistan,2005,Both sexes,15.81
Age-standardized suicide rates (per 100 000 population),Africa,GMB,Gambia,2005,Male,15.83
Age-standardized suicide rates (per 100 000 population),Western Pacific,AUS,Australia,2005,Male,15.85
Age-standardized suicide rates (per 100 000 population),Africa,BFA,Burkina Faso,2005,Both sexes,15.87
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,PAK,Pakistan,2005,Male,15.91
Age-standardized suicide rates (per 100 000 population),Americas,CAN,Canada,2005,Male,15.95
Age-standardized suicide rates (per 100 000 population),Europe,DNK,Denmark,2005,Male,16.17
Age-standardized suicide rates (per 100 000 population),Europe,UZB,Uzbekistan,2005,Male,16.23
Age-standardized suicide rates (per 100 000 population),Africa,AGO,Angola,2005,Both sexes,16.26
Age-standardized suicide rates (per 100 000 population),Americas,CHL,Chile,2005,Male,16.34
Age-standardized suicide rates (per 100 000 population),Africa,TZA,United Republic of Tanzania,2005,Male,16.56
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,SOM,Somalia,2005,Both sexes,16.61
Age-standardized suicide rates (per 100 000 population),Europe,BEL,Belgium,2005,Both sexes,16.74
Age-standardized suicide rates (per 100 000 population),Western Pacific,SLB,Solomon Islands,2005,Both sexes,16.79
Age-standardized suicide rates (per 100 000 population),Americas,CUB,Cuba,2005,Male,16.88
Age-standardized suicide rates (per 100 000 population),Europe,FIN,Finland,2005,Both sexes,16.88
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,DJI,Djibouti,2005,Male,16.93
Age-standardized suicide rates (per 100 000 population),South-East Asia,IND,India,2005,Both sexes,17.01
Age-standardized suicide rates (per 100 000 population),Europe,MDA,Republic of Moldova,2005,Both sexes,17.06
Age-standardized suicide rates (per 100 000 population),Americas,USA,United States of America,2005,Male,17.11
Age-standardized suicide rates (per 100 000 population),Africa,LSO,Lesotho,2005,Female,17.24
Age-standardized suicide rates (per 100 000 population),Europe,SWE,Sweden,2005,Male,17.28
Age-standardized suicide rates (per 100 000 population),Europe,IRL,Ireland,2005,Male,17.3
Age-standardized suicide rates (per 100 000 population),Africa,COG,Congo,2005,Both sexes,17.36
Age-standardized suicide rates (per 100 000 population),South-East Asia,NPL,Nepal,2005,Male,17.45
Age-standardized suicide rates (per 100 000 population),Americas,VCT,Saint Vincent and the Grenadines,2005,Male,17.46
Age-standardized suicide rates (per 100 000 population),Europe,LUX,Luxembourg,2005,Male,17.52
Age-standardized suicide rates (per 100 000 population),Europe,ROU,Romania,2005,Male,17.65
Age-standardized suicide rates (per 100 000 population),Africa,BDI,Burundi,2005,Both sexes,17.94
Age-standardized suicide rates (per 100 000 population),South-East Asia,LKA,Sri Lanka,2005,Female,18.37
Age-standardized suicide rates (per 100 000 population),Africa,CPV,Cabo Verde,2005,Both sexes,18.49
Age-standardized suicide rates (per 100 000 population),Europe,MNE,Montenegro,2005,Both sexes,18.72
Age-standardized suicide rates (per 100 000 population),Africa,TGO,Togo,2005,Both sexes,18.75
Age-standardized suicide rates (per 100 000 population),Western Pacific,JPN,Japan,2005,Both sexes,18.81
Age-standardized suicide rates (per 100 000 population),Europe,EST,Estonia,2005,Both sexes,19.05
Age-standardized suicide rates (per 100 000 population),Western Pacific,NZL,New Zealand,2005,Male,19.24
Age-standardized suicide rates (per 100 000 population),Americas,TTO,Trinidad and Tobago,2005,Male,19.82
Age-standardized suicide rates (per 100 000 population),South-East Asia,IND,India,2005,Male,19.85
Age-standardized suicide rates (per 100 000 population),Europe,GEO,Georgia,2005,Female,2.03
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,LBN,Lebanon,2005,Female,2.04
Age-standardized suicide rates (per 100 000 population),Americas,DOM,Dominican Republic,2005,Female,2.04
Age-standardized suicide rates (per 100 000 population),Americas,BLZ,Belize,2005,Female,2.05
Age-standardized suicide rates (per 100 000 population),Western Pacific,SLB,Solomon Islands,2005,Female,2.06
Age-standardized suicide rates (per 100 000 population),Europe,MLT,Malta,2005,Female,2.08
Age-standardized suicide rates (per 100 000 population),Americas,NIC,Nicaragua,2005,Female,2.1
Age-standardized suicide rates (per 100 000 population),Africa,STP,Sao Tome and Principe,2005,Both sexes,2.12
Age-standardized suicide rates (per 100 000 population),Americas,BRB,Barbados,2005,Both sexes,2.17
Age-standardized suicide rates (per 100 000 population),Americas,BRA,Brazil,2005,Female,2.18
Age-standardized suicide rates (per 100 000 population),South-East Asia,MMR,Myanmar,2005,Female,2.29
Age-standardized suicide rates (per 100 000 population),Europe,ITA,Italy,2005,Female,2.33
Age-standardized suicide rates (per 100 000 population),Europe,CYP,Cyprus,2005,Both sexes,2.34
Age-standardized suicide rates (per 100 000 population),Western Pacific,PHL,Philippines,2005,Both sexes,2.36
Age-standardized suicide rates (per 100 000 population),Americas,VCT,Saint Vincent and the Grenadines,2005,Female,2.37
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,TUN,Tunisia,2005,Female,2.42
Age-standardized suicide rates (per 100 000 population),Americas,JAM,Jamaica,2005,Male,2.53
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,EGY,Egypt,2005,Female,2.54
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,LBY,Libya,2005,Female,2.6
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,KWT,Kuwait,2005,Both sexes,2.7
Age-standardized suicide rates (per 100 000 population),Americas,SLV,El Salvador,2005,Female,2.72
Age-standardized suicide rates (per 100 000 population),Europe,TJK,Tajikistan,2005,Female,2.75
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,JOR,Jordan,2005,Both sexes,2.75
Age-standardized suicide rates (per 100 000 population),Western Pacific,MYS,Malaysia,2005,Female,2.77
Age-standardized suicide rates (per 100 000 population),South-East Asia,TLS,Timor-Leste,2005,Female,2.78
Age-standardized suicide rates (per 100 000 population),Africa,DZA,Algeria,2005,Female,2.8
Age-standardized suicide rates (per 100 000 population),Europe,ESP,Spain,2005,Female,2.83
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,SYR,Syrian Arab Republic,2005,Male,2.85
Age-standardized suicide rates (per 100 000 population),Europe,GRC,Greece,2005,Both sexes,2.87
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,LBN,Lebanon,2005,Both sexes,2.89
Age-standardized suicide rates (per 100 000 population),South-East Asia,NPL,Nepal,2005,Female,2.89
Age-standardized suicide rates (per 100 000 population),Americas,ATG,Antigua and Barbuda,2005,Male,2.89
Age-standardized suicide rates (per 100 000 population),Western Pacific,BRN,Brunei Darussalam,2005,Male,2.95
Age-standardized suicide rates (per 100 000 population),Americas,PER,Peru,2005,Both sexes,2.96
Age-standardized suicide rates (per 100 000 population),Europe,TUR,Türkiye,2005,Both sexes,2.96
Age-standardized suicide rates (per 100 000 population),South-East Asia,BGD,Bangladesh,2005,Female,2.97
Age-standardized suicide rates (per 100 000 population),Americas,HND,Honduras,2005,Both sexes,2.98
Age-standardized suicide rates (per 100 000 population),Africa,BWA,Botswana,2005,Female,20.06
Age-standardized suicide rates (per 100 000 population),Europe,CHE,Switzerland,2005,Male,20.17
Age-standardized suicide rates (per 100 000 population),Africa,CIV,Côte d’Ivoire,2005,Both sexes,20.35
Age-standardized suicide rates (per 100 000 population),Europe,HUN,Hungary,2005,Both sexes,20.48
Age-standardized suicide rates (per 100 000 population),Africa,CMR,Cameroon,2005,Both sexes,20.56
Age-standardized suicide rates (per 100 000 population),Europe,SVN,Slovenia,2005,Both sexes,20.64
Age-standardized suicide rates (per 100 000 population),Africa,UGA,Uganda,2005,Both sexes,20.84
Age-standardized suicide rates (per 100 000 population),Africa,GNQ,Equatorial Guinea,2005,Male,20.89
Age-standardized suicide rates (per 100 000 population),Europe,SVK,Slovakia,2005,Male,20.92
Age-standardized suicide rates (per 100 000 population),Africa,ERI,Eritrea,2005,Both sexes,20.95
Age-standardized suicide rates (per 100 000 population),Europe,AUT,Austria,2005,Male,21.21
Age-standardized suicide rates (per 100 000 population),Western Pacific,VUT,Vanuatu,2005,Both sexes,21.42
Age-standardized suicide rates (per 100 000 population),Africa,MOZ,Mozambique,2005,Both sexes,21.43
Age-standardized suicide rates (per 100 000 population),Africa,KEN,Kenya,2005,Male,21.44
Age-standardized suicide rates (per 100 000 population),Africa,ETH,Ethiopia,2005,Male,21.52
Age-standardized suicide rates (per 100 000 population),Europe,CZE,Czechia,2005,Male,21.61
Age-standardized suicide rates (per 100 000 population),Africa,SEN,Senegal,2005,Male,21.71
Age-standardized suicide rates (per 100 000 population),Americas,URY,Uruguay,2005,Male,21.81
Age-standardized suicide rates (per 100 000 population),Africa,ZWE,Zimbabwe,2005,Both sexes,21.97
Age-standardized suicide rates (per 100 000 population),Africa,GHA,Ghana,2005,Male,21.97
Age-standardized suicide rates (per 100 000 population),Europe,LVA,Latvia,2005,Both sexes,22.07
Age-standardized suicide rates (per 100 000 population),Africa,ZMB,Zambia,2005,Both sexes,22.13
Age-standardized suicide rates (per 100 000 population),Africa,RWA,Rwanda,2005,Male,22.25
Age-standardized suicide rates (per 100 000 population),Western Pacific,WSM,Samoa,2005,Male,22.53
Age-standardized suicide rates (per 100 000 population),Europe,FRA,France,2005,Male,22.59
Age-standardized suicide rates (per 100 000 population),Africa,COD,Democratic Republic of the Congo,2005,Male,23.49
Age-standardized suicide rates (per 100 000 population),Africa,BEN,Benin,2005,Male,23.66
Age-standardized suicide rates (per 100 000 population),Western Pacific,MNG,Mongolia,2005,Both sexes,23.91
Age-standardized suicide rates (per 100 000 population),Western Pacific,KOR,Republic of Korea,2005,Both sexes,23.97
Age-standardized suicide rates (per 100 000 population),Europe,SRB,Serbia,2005,Male,24.01
Age-standardized suicide rates (per 100 000 population),Europe,HRV,Croatia,2005,Male,24.37
Age-standardized suicide rates (per 100 000 population),Europe,KGZ,Kyrgyzstan,2005,Male,24.6
Age-standardized suicide rates (per 100 000 population),Africa,NAM,Namibia,2005,Both sexes,24.69
Age-standardized suicide rates (per 100 000 population),Africa,TCD,Chad,2005,Male,24.75
Age-standardized suicide rates (per 100 000 population),Americas,GTM,Guatemala,2005,Male,25.03
Age-standardized suicide rates (per 100 000 population),Europe,BEL,Belgium,2005,Male,25.05
Age-standardized suicide rates (per 100 000 population),Europe,FIN,Finland,2005,Male,25.07
Age-standardized suicide rates (per 100 000 population),Africa,MWI,Malawi,2005,Male,25.42
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,SOM,Somalia,2005,Male,25.61
Age-standardized suicide rates (per 100 000 population),Africa,GNB,Guinea-Bissau,2005,Male,25.69
Age-standardized suicide rates (per 100 000 population),Africa,COG,Congo,2005,Male,25.74
Age-standardized suicide rates (per 100 000 population),Africa,BFA,Burkina Faso,2005,Male,26.26
Age-standardized suicide rates (per 100 000 population),Africa,BDI,Burundi,2005,Male,26.29
Age-standardized suicide rates (per 100 000 population),Europe,TKM,Turkmenistan,2005,Male,26.63
Age-standardized suicide rates (per 100 000 population),Africa,GAB,Gabon,2005,Male,26.85
Age-standardized suicide rates (per 100 000 population),Americas,SUR,Suriname,2005,Both sexes,26.99
Age-standardized suicide rates (per 100 000 population),Europe,POL,Poland,2005,Male,27
Age-standardized suicide rates (per 100 000 population),Africa,AGO,Angola,2005,Male,27.09
Age-standardized suicide rates (per 100 000 population),Africa,CAF,Central African Republic,2005,Both sexes,27.24
Age-standardized suicide rates (per 100 000 population),Africa,ZAF,South Africa,2005,Both sexes,27.46
Age-standardized suicide rates (per 100 000 population),Western Pacific,FSM,Micronesia (Federated States of),2005,Both sexes,27.65
Age-standardized suicide rates (per 100 000 population),Western Pacific,JPN,Japan,2005,Male,27.86
Age-standardized suicide rates (per 100 000 population),Europe,UKR,Ukraine,2005,Both sexes,28.27
Age-standardized suicide rates (per 100 000 population),South-East Asia,LKA,Sri Lanka,2005,Both sexes,28.58
Age-standardized suicide rates (per 100 000 population),Europe,MNE,Montenegro,2005,Male,29.15
Age-standardized suicide rates (per 100 000 population),Africa,TGO,Togo,2005,Male,29.49
Age-standardized suicide rates (per 100 000 population),Africa,STP,Sao Tome and Principe,2005,Male,3.06
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,IRQ,Iraq,2005,Female,3.07
Age-standardized suicide rates (per 100 000 population),Europe,SVK,Slovakia,2005,Female,3.1
Age-standardized suicide rates (per 100 000 population),Americas,BHS,Bahamas,2005,Both sexes,3.15
Age-standardized suicide rates (per 100 000 population),Americas,CHL,Chile,2005,Female,3.15
Age-standardized suicide rates (per 100 000 population),Europe,ROU,Romania,2005,Female,3.18
Age-standardized suicide rates (per 100 000 population),Western Pacific,PNG,Papua New Guinea,2005,Both sexes,3.19
Age-standardized suicide rates (per 100 000 population),Western Pacific,TON,Tonga,2005,Female,3.21
Age-standardized suicide rates (per 100 000 population),Africa,GHA,Ghana,2005,Female,3.22
Age-standardized suicide rates (per 100 000 population),Americas,GRD,Grenada,2005,Both sexes,3.22
Age-standardized suicide rates (per 100 000 population),Americas,PRY,Paraguay,2005,Female,3.26
Age-standardized suicide rates (per 100 000 population),South-East Asia,IDN,Indonesia,2005,Both sexes,3.33
Age-standardized suicide rates (per 100 000 population),Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2005,Female,3.39
Age-standardized suicide rates (per 100 000 population),Europe,CYP,Cyprus,2005,Male,3.43
Age-standardized suicide rates (per 100 000 population),Europe,ISR,Israel,2005,Female,3.49
Age-standardized suicide rates (per 100 000 population),Europe,PRT,Portugal,2005,Female,3.49
Age-standardized suicide rates (per 100 000 population),Americas,ARG,Argentina,2005,Female,3.52
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,JOR,Jordan,2005,Male,3.57
Age-standardized suicide rates (per 100 000 population),Americas,BRB,Barbados,2005,Male,3.58
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,EGY,Egypt,2005,Both sexes,3.59
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,KWT,Kuwait,2005,Male,3.62
Age-standardized suicide rates (per 100 000 population),Africa,SSD,South Sudan,2005,Female,3.63
Age-standardized suicide rates (per 100 000 population),Europe,BIH,Bosnia and Herzegovina,2005,Female,3.63
Age-standardized suicide rates (per 100 000 population),Western Pacific,PHL,Philippines,2005,Male,3.65
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,TUN,Tunisia,2005,Both sexes,3.69
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,LBN,Lebanon,2005,Male,3.71
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,ARE,United Arab Emirates,2005,Female,3.71
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,SDN,Sudan,2005,Female,3.79
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,BHR,Bahrain,2005,Female,3.8
Age-standardized suicide rates (per 100 000 population),Europe,ARM,Armenia,2005,Both sexes,3.81
Age-standardized suicide rates (per 100 000 population),Africa,DZA,Algeria,2005,Both sexes,3.82
Age-standardized suicide rates (per 100 000 population),South-East Asia,MDV,Maldives,2005,Both sexes,3.83
Age-standardized suicide rates (per 100 000 population),South-East Asia,THA,Thailand,2005,Female,3.92
Age-standardized suicide rates (per 100 000 population),Europe,MDA,Republic of Moldova,2005,Male,31.01
Age-standardized suicide rates (per 100 000 population),Western Pacific,SLB,Solomon Islands,2005,Male,31.23
Age-standardized suicide rates (per 100 000 population),Africa,SWZ,Eswatini,2005,Female,31.7
Age-standardized suicide rates (per 100 000 population),Africa,ZWE,Zimbabwe,2005,Male,32.14
Age-standardized suicide rates (per 100 000 population),Africa,CMR,Cameroon,2005,Male,32.27
Age-standardized suicide rates (per 100 000 population),Western Pacific,KIR,Kiribati,2005,Both sexes,32.52
Age-standardized suicide rates (per 100 000 population),Africa,CIV,Côte d’Ivoire,2005,Male,32.69
Age-standardized suicide rates (per 100 000 population),Western Pacific,VUT,Vanuatu,2005,Male,33.66
Age-standardized suicide rates (per 100 000 population),Africa,ERI,Eritrea,2005,Male,33.7
Age-standardized suicide rates (per 100 000 population),Europe,EST,Estonia,2005,Male,34.14
Age-standardized suicide rates (per 100 000 population),Europe,SVN,Slovenia,2005,Male,34.18
Age-standardized suicide rates (per 100 000 population),Africa,CPV,Cabo Verde,2005,Male,34.31
Age-standardized suicide rates (per 100 000 population),Western Pacific,KOR,Republic of Korea,2005,Male,34.55
Age-standardized suicide rates (per 100 000 population),Europe,HUN,Hungary,2005,Male,35.03
Age-standardized suicide rates (per 100 000 population),Americas,GUY,Guyana,2005,Both sexes,35.58
Age-standardized suicide rates (per 100 000 population),Africa,ZMB,Zambia,2005,Male,35.8
Age-standardized suicide rates (per 100 000 population),Europe,LTU,Lithuania,2005,Both sexes,36.88
Age-standardized suicide rates (per 100 000 population),Europe,BLR,Belarus,2005,Both sexes,37.25
Age-standardized suicide rates (per 100 000 population),Africa,UGA,Uganda,2005,Male,37.38
Age-standardized suicide rates (per 100 000 population),Europe,KAZ,Kazakhstan,2005,Both sexes,38.59
Age-standardized suicide rates (per 100 000 population),Africa,MOZ,Mozambique,2005,Male,38.64
Age-standardized suicide rates (per 100 000 population),Europe,LVA,Latvia,2005,Male,39.68
Age-standardized suicide rates (per 100 000 population),South-East Asia,LKA,Sri Lanka,2005,Male,39.88
Age-standardized suicide rates (per 100 000 population),Western Pacific,MNG,Mongolia,2005,Male,39.91
Age-standardized suicide rates (per 100 000 population),Africa,MUS,Mauritius,2005,Female,4.02
Age-standardized suicide rates (per 100 000 population),South-East Asia,BTN,Bhutan,2005,Female,4.04
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,SAU,Saudi Arabia,2005,Both sexes,4.11
Age-standardized suicide rates (per 100 000 population),Europe,MKD,The former Yugoslav Republic of Macedonia,2005,Female,4.14
Age-standardized suicide rates (per 100 000 population),Americas,PER,Peru,2005,Male,4.17
Age-standardized suicide rates (per 100 000 population),Europe,POL,Poland,2005,Female,4.24
Age-standardized suicide rates (per 100 000 population),South-East Asia,TLS,Timor-Leste,2005,Both sexes,4.31
Age-standardized suicide rates (per 100 000 population),Europe,CZE,Czechia,2005,Female,4.31
Age-standardized suicide rates (per 100 000 population),Americas,COL,Colombia,2005,Both sexes,4.33
Age-standardized suicide rates (per 100 000 population),Africa,MRT,Mauritania,2005,Female,4.34
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,IRN,Iran (Islamic Republic of),2005,Female,4.35
Age-standardized suicide rates (per 100 000 population),Americas,MEX,Mexico,2005,Both sexes,4.35
Age-standardized suicide rates (per 100 000 population),Europe,MLT,Malta,2005,Both sexes,4.37
Age-standardized suicide rates (per 100 000 population),Western Pacific,AUS,Australia,2005,Female,4.38
Age-standardized suicide rates (per 100 000 population),Western Pacific,KHM,Cambodia,2005,Female,4.42
Age-standardized suicide rates (per 100 000 population),South-East Asia,MMR,Myanmar,2005,Both sexes,4.49
Age-standardized suicide rates (per 100 000 population),Europe,IRL,Ireland,2005,Female,4.52
Age-standardized suicide rates (per 100 000 population),Americas,GTM,Guatemala,2005,Female,4.55
Age-standardized suicide rates (per 100 000 population),Europe,TUR,Türkiye,2005,Male,4.56
Age-standardized suicide rates (per 100 000 population),Europe,UZB,Uzbekistan,2005,Female,4.56
Age-standardized suicide rates (per 100 000 population),Western Pacific,VNM,Viet Nam,2005,Female,4.57
Age-standardized suicide rates (per 100 000 population),Americas,TTO,Trinidad and Tobago,2005,Female,4.57
Age-standardized suicide rates (per 100 000 population),Americas,USA,United States of America,2005,Female,4.57
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,LBY,Libya,2005,Both sexes,4.58
Age-standardized suicide rates (per 100 000 population),Europe,BGR,Bulgaria,2005,Female,4.59
